CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segmento
15608,28,5,1785.98,4,4,4,444,12,Campeones
15609,184,1,298.48,3,1,2,312,6,Necesitan atención
15610,52,1,112.46000000000001,4,1,1,411,6,Potenciales leales
15611,10,26,2997.28,5,5,5,555,15,Campeones
15612,36,2,195.15,4,2,1,421,7,Potenciales leales
15613,610,1,433.71999999999997,1,1,2,112,4,Necesitan atención
15614,438,4,3147.36,1,3,5,135,9,En riesgo
15615,10,47,21373.97,5,5,5,555,15,Campeones
15616,438,1,317.11,1,1,2,112,4,Necesitan atención
15617,396,3,828.5500000000001,2,3,3,233,8,En riesgo
15618,33,4,776.851,4,3,3,433,10,Otros
15619,11,1,336.4,5,1,2,512,8,Potenciales leales
15620,57,4,1942.36,4,3,4,434,11,Otros
15621,4,4,1293.03,5,3,4,534,12,Otros
15622,43,17,7852.610000000001,4,5,5,455,14,Campeones
15623,141,8,2437.05,3,4,4,344,11,Leales
15624,117,4,588.13,3,3,2,332,8,Necesitan atención
15625,104,9,3236.4,3,5,5,355,13,Leales
15626,75,3,1067.52,3,3,3,333,9,Necesitan atención
15627,457,2,566.9,1,2,2,122,5,Necesitan atención
15628,5,17,5652.26,5,5,5,555,15,Campeones
15629,450,4,2240.9,1,3,4,134,8,En riesgo
15630,45,3,1481.4,4,3,4,434,11,Otros
15631,642,1,596.67,1,1,2,112,4,Necesitan atención
15632,16,8,3285.31,5,4,5,545,14,Campeones
15633,509,13,4352.46,1,5,5,155,11,En riesgo
15634,17,2,554.65,5,2,2,522,9,Potenciales leales
15635,396,1,100.35,2,1,1,211,4,Necesitan atención
15636,90,4,1444.5800000000002,3,3,4,334,10,Otros
15637,53,5,797.59,4,4,3,443,11,Leales
15638,379,6,2265.2,2,4,4,244,10,En riesgo
15639,134,3,1065.08,3,3,3,333,9,Necesitan atención
15640,4,29,23957.58,5,5,5,555,15,Campeones
15641,105,12,5345.55,3,5,5,355,13,Leales
15642,730,1,105.78,1,1,1,111,3,Necesitan atención
15643,192,3,664.0,2,3,3,233,8,En riesgo
15644,166,4,813.0,3,3,3,333,9,Necesitan atención
15645,19,3,1055.17,5,3,3,533,11,Otros
15646,158,5,974.61,3,4,3,343,10,Leales
15647,415,1,169.0,1,1,1,111,3,Necesitan atención
15648,204,2,657.35,2,2,3,223,7,Necesitan atención
15649,336,4,2170.35,2,3,4,234,9,En riesgo
15650,522,2,553.88,1,2,2,122,5,Necesitan atención
15651,37,5,1259.06,4,4,4,444,12,Campeones
15652,91,5,1420.34,3,4,4,344,11,Leales
15653,116,1,48.0,3,1,1,311,5,Necesitan atención
15654,9,2,922.53,5,2,3,523,10,Potenciales leales
15655,243,1,560.6700000000001,2,1,2,212,5,Necesitan atención
15656,45,4,748.5,4,3,3,433,10,Otros
15657,23,1,30.0,4,1,1,411,6,Potenciales leales
15658,190,8,2423.4700000000003,2,4,4,244,10,En riesgo
15659,44,3,532.49,4,3,2,432,9,Otros
15660,25,15,2812.9900000000002,4,5,4,454,13,Campeones
15661,317,8,1215.95,2,4,3,243,9,En riesgo
15662,661,2,283.73,1,2,1,121,4,Necesitan atención
15663,106,1,138.14,3,1,1,311,5,Necesitan atención
15664,51,4,1254.03,4,3,4,434,11,Otros
15665,168,5,4015.12,3,4,5,345,12,Leales
15666,472,2,632.94,1,2,3,123,6,Necesitan atención
15667,40,1,301.32000000000005,4,1,2,412,7,Potenciales leales
15668,218,1,76.32000000000001,2,1,1,211,4,Necesitan atención
15669,40,4,684.34,4,3,3,433,10,Otros
15670,297,2,325.2,2,2,2,222,6,Necesitan atención
15671,19,7,2657.13,5,4,4,544,13,Campeones
15672,725,1,45.300000000000004,1,1,1,111,3,Necesitan atención
15673,88,9,6414.79,3,5,5,355,13,Leales
15674,73,12,6613.52,3,5,5,355,13,Leales
15675,81,4,542.04,3,3,2,332,8,Necesitan atención
15676,19,3,3435.76,5,3,5,535,13,Otros
15677,49,3,1305.63,4,3,4,434,11,Otros
15678,53,3,1893.89,4,3,4,434,11,Otros
15679,24,4,781.28,4,3,3,433,10,Otros
15680,9,10,4342.58,5,5,5,555,15,Campeones
15681,25,14,2989.7,4,5,5,455,14,Campeones
15682,599,2,318.24,1,2,2,122,5,Necesitan atención
15683,117,2,524.54,3,2,2,322,7,Necesitan atención
15684,547,3,173.95,1,3,1,131,5,Necesitan atención
15685,450,1,55.980000000000004,1,1,1,111,3,Necesitan atención
15686,420,1,90.0,1,1,1,111,3,Necesitan atención
15687,9,9,2993.1,5,5,5,555,15,Campeones
15688,419,1,190.57,1,1,1,111,3,Necesitan atención
15689,120,3,521.03,3,3,2,332,8,Necesitan atención
15690,4,2,239.76,5,2,1,521,8,Potenciales leales
15691,252,4,571.3,2,3,2,232,7,Necesitan atención
15692,28,1,191.04,4,1,1,411,6,Potenciales leales
15693,659,1,37.5,1,1,1,111,3,Necesitan atención
15694,1,24,10810.81,5,5,5,555,15,Campeones
15695,267,4,1131.04,2,3,3,233,8,En riesgo
15696,33,13,3906.57,4,5,5,455,14,Campeones
15697,690,1,246.75,1,1,1,111,3,Necesitan atención
15698,624,1,46.2,1,1,1,111,3,Necesitan atención
15699,18,1,309.65,5,1,2,512,8,Potenciales leales
15700,172,2,696.68,3,2,3,323,8,Necesitan atención
15701,2,4,1542.14,5,3,4,534,12,Otros
15702,476,2,140.39,1,2,1,121,4,Necesitan atención
15703,265,1,211.5,2,1,1,211,4,Necesitan atención
15704,140,6,3817.96,3,4,5,345,12,Leales
15705,201,1,143.1,2,1,1,211,4,Necesitan atención
15706,64,4,1060.56,3,3,3,333,9,Necesitan atención
15707,35,4,945.58,4,3,3,433,10,Otros
15708,41,9,4378.72,4,5,5,455,14,Campeones
15709,284,2,327.84999999999997,2,2,2,222,6,Necesitan atención
15710,417,1,898.87,1,1,3,113,5,Necesitan atención
15711,557,2,420.25,1,2,2,122,5,Necesitan atención
15712,9,12,3472.4100000000003,5,5,5,555,15,Campeones
15713,143,4,1010.79,3,3,3,333,9,Necesitan atención
15714,12,5,784.8100000000001,5,4,3,543,12,Leales
15715,556,5,658.02,1,4,3,143,8,En riesgo
15716,146,11,3056.81,3,5,5,355,13,Leales
15717,234,5,607.0,2,4,2,242,8,Otros
15718,540,1,293.79,1,1,2,112,4,Necesitan atención
15719,33,31,10223.06,4,5,5,455,14,Campeones
15720,24,2,741.92,4,2,3,423,9,Potenciales leales
15721,12,1,507.08,5,1,2,512,8,Potenciales leales
15722,36,11,5258.1,4,5,5,455,14,Campeones
15723,365,4,947.65,2,3,3,233,8,En riesgo
15724,201,3,310.85,2,3,2,232,7,Necesitan atención
15725,15,1,415.25,5,1,2,512,8,Potenciales leales
15726,390,1,321.91,2,1,2,212,5,Necesitan atención
15727,17,14,8855.51,5,5,5,555,15,Campeones
15728,380,2,544.6,2,2,2,222,6,Necesitan atención
15729,213,3,192.55,2,3,1,231,6,Necesitan atención
15730,66,5,1726.58,3,4,4,344,11,Leales
15731,554,1,125.3,1,1,1,111,3,Necesitan atención
15732,212,10,1682.07,2,5,4,254,11,En riesgo
15733,283,1,162.3,2,1,1,211,4,Necesitan atención
15734,115,4,1968.3000000000002,3,3,4,334,10,Otros
15735,421,1,327.68,1,1,2,112,4,Necesitan atención
15736,435,2,1815.72,1,2,4,124,7,Otros
15737,15,8,1205.1200000000001,5,4,3,543,12,Leales
15738,19,41,13372.97,5,5,5,555,15,Campeones
15739,66,1,449.12,3,1,2,312,6,Necesitan atención
15740,49,1,154.88,4,1,1,411,6,Potenciales leales
15741,458,2,208.62,1,2,1,121,4,Necesitan atención
15742,619,1,156.87,1,1,1,111,3,Necesitan atención
15743,16,4,784.46,5,3,3,533,11,Otros
15744,78,1,34.8,3,1,1,311,5,Necesitan atención
15745,19,4,1094.5900000000001,5,3,3,533,11,Otros
15746,134,1,196.88,3,1,1,311,5,Necesitan atención
15747,13,9,2562.61,5,5,4,554,14,Campeones
15748,40,3,614.76,4,3,3,433,10,Otros
15750,3,18,6797.191,5,5,5,555,15,Campeones
15751,461,11,1380.44,1,5,4,154,10,En riesgo
15752,40,9,4207.54,4,5,5,455,14,Campeones
15753,305,1,79.2,2,1,1,211,4,Necesitan atención
15754,51,9,3037.61,4,5,5,455,14,Campeones
15755,10,17,5993.12,5,5,5,555,15,Campeones
15756,61,4,532.96,3,3,2,332,8,Necesitan atención
15757,66,6,2940.36,3,4,5,345,12,Leales
15758,25,1,205.25,4,1,1,411,6,Potenciales leales
15759,218,7,830.9300000000001,2,4,3,243,9,En riesgo
15761,443,1,143.05,1,1,1,111,3,Necesitan atención
15762,65,2,583.75,3,2,2,322,7,Necesitan atención
15763,32,2,1086.92,4,2,3,423,9,Potenciales leales
15764,88,8,4503.08,3,4,5,345,12,Leales
15765,667,1,370.63,1,1,2,112,4,Necesitan atención
15766,64,3,831.0600000000001,3,3,3,333,9,Necesitan atención
15768,116,34,15601.09,3,5,5,355,13,Leales
15769,7,46,80664.32,5,5,5,555,15,Campeones
15770,613,1,321.45,1,1,2,112,4,Necesitan atención
15771,604,3,1006.54,1,3,3,133,7,En riesgo
15772,418,1,280.88,1,1,1,111,3,Necesitan atención
15773,6,2,774.52,5,2,3,523,10,Potenciales leales
15774,69,6,1329.94,3,4,4,344,11,Leales
15775,245,2,150.5,2,2,1,221,5,Necesitan atención
15776,133,1,241.62,3,1,1,311,5,Necesitan atención
15777,241,7,1762.6100000000001,2,4,4,244,10,En riesgo
15778,431,1,307.95000000000005,1,1,2,112,4,Necesitan atención
15779,463,2,124.08000000000001,1,2,1,121,4,Necesitan atención
15780,184,3,475.28000000000003,3,3,2,332,8,Necesitan atención
15781,25,3,345.46000000000004,4,3,2,432,9,Otros
15782,10,4,4014.1,5,3,5,535,13,Otros
15783,11,1,246.3,5,1,1,511,7,Potenciales leales
15784,468,2,848.33,1,2,3,123,6,Necesitan atención
15785,33,16,5969.93,4,5,5,455,14,Campeones
15786,46,5,8514.82,4,4,5,445,13,Campeones
15787,26,3,948.05,4,3,3,433,10,Otros
15788,509,1,221.82999999999998,1,1,1,111,3,Necesitan atención
15789,358,6,1962.01,2,4,4,244,10,En riesgo
15790,10,1,220.85,5,1,1,511,7,Potenciales leales
15791,44,5,3608.34,4,4,5,445,13,Campeones
15792,400,2,933.84,2,2,3,223,7,Necesitan atención
15793,15,8,2399.57,5,4,4,544,13,Campeones
15794,736,2,777.0,1,2,3,123,6,Necesitan atención
15795,150,8,1979.8700000000001,3,4,4,344,11,Leales
15796,1,17,5175.83,5,5,5,555,15,Campeones
15797,113,6,2821.08,3,4,4,344,11,Leales
15798,493,3,1535.37,1,3,4,134,8,En riesgo
15799,76,4,1424.29,3,3,4,334,10,Otros
15800,107,7,1242.58,3,4,4,344,11,Leales
15801,46,3,1063.95,4,3,3,433,10,Otros
15803,51,4,1929.66,4,3,4,434,11,Otros
15804,1,13,4206.39,5,5,5,555,15,Campeones
15805,23,30,10189.23,4,5,5,455,14,Campeones
15806,46,3,784.58,4,3,3,433,10,Otros
15807,50,5,1817.52,4,4,4,444,12,Campeones
15808,306,21,18409.93,2,5,5,255,12,En riesgo
15809,36,7,979.44,4,4,3,443,11,Leales
15810,79,8,2999.04,3,4,5,345,12,Leales
15811,22,7,3890.52,4,4,5,445,13,Campeones
15812,107,12,5201.47,3,5,5,355,13,Leales
15813,208,2,1303.91,2,2,4,224,8,Otros
15814,17,6,2634.44,5,4,4,544,13,Campeones
15815,64,5,2100.6,3,4,4,344,11,Leales
15816,542,2,144.15,1,2,1,121,4,Necesitan atención
15817,421,3,2766.4,1,3,4,134,8,En riesgo
15818,588,1,340.5,1,1,2,112,4,Necesitan atención
15819,49,10,3934.79,4,5,5,455,14,Campeones
15820,320,1,206.98,2,1,1,211,4,Necesitan atención
15821,44,2,570.96,4,2,2,422,8,Potenciales leales
15822,3,6,1840.06,5,4,4,544,13,Campeones
15823,372,3,3897.17,2,3,5,235,10,En riesgo
15824,453,2,890.94,1,2,3,123,6,Necesitan atención
15825,172,1,532.9399999999999,3,1,2,312,6,Necesitan atención
15826,56,4,2598.28,4,3,4,434,11,Otros
15827,73,28,3794.07,3,5,5,355,13,Leales
15828,375,1,1108.82,2,1,3,213,6,Necesitan atención
15829,99,2,636.14,3,2,3,323,8,Necesitan atención
15830,38,1,576.0,4,1,2,412,7,Potenciales leales
15831,58,3,801.76,4,3,3,433,10,Otros
15832,254,1,836.79,2,1,3,213,6,Necesitan atención
15833,738,1,80.4,1,1,1,111,3,Necesitan atención
15834,70,7,3772.99,3,4,5,345,12,Leales
15835,44,4,954.09,4,3,3,433,10,Otros
15836,50,1,137.37,4,1,1,411,6,Potenciales leales
15837,65,2,777.01,3,2,3,323,8,Necesitan atención
15838,11,29,36147.24,5,5,5,555,15,Campeones
15839,33,3,1048.49,4,3,3,433,10,Otros
15840,59,2,355.56,4,2,2,422,8,Potenciales leales
15841,73,9,2742.41,3,5,4,354,12,Leales
15842,393,2,548.8000000000001,2,2,2,222,6,Necesitan atención
15843,304,1,118.95,2,1,1,211,4,Necesitan atención
15844,46,1,130.74,4,1,1,411,6,Potenciales leales
15845,18,11,4426.28,5,5,5,555,15,Campeones
15846,385,1,107.01,2,1,1,211,4,Necesitan atención
15847,38,5,822.57,4,4,3,443,11,Leales
15848,622,1,139.94,1,1,1,111,3,Necesitan atención
15850,19,6,1058.72,5,4,3,543,12,Leales
15851,527,1,109.73,1,1,1,111,3,Necesitan atención
15852,187,3,257.26,3,3,1,331,7,Necesitan atención
15853,52,1,110.8,4,1,1,411,6,Potenciales leales
15854,4,21,5583.81,5,5,5,555,15,Campeones
15855,137,6,1052.72,3,4,3,343,10,Leales
15856,4,52,34220.340000000004,5,5,5,555,15,Campeones
15857,19,2,570.48,5,2,2,522,9,Potenciales leales
15858,16,13,3960.37,5,5,5,555,15,Campeones
15859,432,1,438.46000000000004,1,1,2,112,4,Necesitan atención
15860,41,17,2505.21,4,5,4,454,13,Campeones
15861,12,11,4236.79,5,5,5,555,15,Campeones
15862,8,13,2928.29,5,5,5,555,15,Campeones
15863,26,5,358.7,4,4,2,442,10,Leales
15864,22,7,2180.76,4,4,4,444,12,Campeones
15865,41,5,2248.92,4,4,4,444,12,Campeones
15866,101,1,230.53,3,1,1,311,5,Necesitan atención
15867,5,31,9063.95,5,5,5,555,15,Campeones
15868,583,1,94.53,1,1,1,111,3,Necesitan atención
15869,277,3,323.66,2,3,2,232,7,Necesitan atención
15870,33,4,862.61,4,4,3,443,11,Leales
15871,437,1,33.1,1,1,1,111,3,Necesitan atención
15872,15,4,795.68,5,4,3,543,12,Leales
15873,500,4,313.91999999999996,1,4,2,142,7,Otros
15874,64,19,10234.76,3,5,5,355,13,Leales
15875,646,1,111.72,1,1,1,111,3,Necesitan atención
15876,409,2,1449.14,2,2,4,224,8,Otros
15877,2,2,493.28,5,2,2,522,9,Potenciales leales
15878,562,2,330.77,1,2,2,122,5,Necesitan atención
15879,404,4,1157.3,2,4,3,243,9,En riesgo
15880,369,1,686.56,2,1,3,213,6,Necesitan atención
15881,312,5,501.39,2,4,2,242,8,Otros
15882,199,8,1495.98,2,4,4,244,10,En riesgo
15883,2,2,396.48,5,2,2,522,9,Potenciales leales
15884,432,2,249.70000000000002,1,2,1,121,4,Necesitan atención
15885,93,15,1951.82,3,5,4,354,12,Leales
15886,60,4,1052.87,3,4,3,343,10,Leales
15887,407,3,1027.15,2,3,3,233,8,En riesgo
15888,81,3,429.15999999999997,3,3,2,332,8,Necesitan atención
15889,157,8,1806.28,3,4,4,344,11,Leales
15890,395,5,535.65,2,4,2,242,8,Otros
15891,227,1,524.52,2,1,2,212,5,Necesitan atención
15892,669,1,128.2,1,1,1,111,3,Necesitan atención
15893,482,1,305.28000000000003,1,1,2,112,4,Necesitan atención
15894,253,2,420.29,2,2,2,222,6,Necesitan atención
15895,150,1,179.17,3,1,1,311,5,Necesitan atención
15897,194,2,222.05,2,2,1,221,5,Necesitan atención
15898,1,25,5596.31,5,5,5,555,15,Campeones
15899,369,1,112.5,2,1,1,211,4,Necesitan atención
15900,24,4,900.4,4,4,3,443,11,Leales
15901,17,7,703.22,5,4,3,543,12,Leales
15902,380,1,145.01,2,1,1,211,4,Necesitan atención
15903,10,12,8939.84,5,5,5,555,15,Campeones
15904,8,1,164.68,5,1,1,511,7,Potenciales leales
15905,543,1,114.69,1,1,1,111,3,Necesitan atención
15906,20,10,2555.64,4,5,4,454,13,Campeones
15907,4,3,967.45,5,3,3,533,11,Otros
15908,491,2,764.57,1,2,3,123,6,Necesitan atención
15909,174,1,191.94,3,1,1,311,5,Necesitan atención
15910,1,15,2681.8,5,5,4,554,14,Campeones
15911,624,8,1702.34,1,4,4,144,9,En riesgo
15912,178,9,1074.7,3,5,3,353,11,Leales
15913,534,1,6.300000000000001,1,1,1,111,3,Necesitan atención
15914,378,2,205.99,2,2,1,221,5,Necesitan atención
15915,402,1,429.21,2,1,2,212,5,Necesitan atención
15916,16,13,3427.17,5,5,5,555,15,Campeones
15917,248,5,560.63,2,4,2,242,8,Otros
15918,191,3,582.88,2,3,2,232,7,Necesitan atención
15919,20,2,910.61,4,2,3,423,9,Potenciales leales
15920,154,9,571.64,3,5,2,352,10,Leales
15921,173,4,802.11,3,4,3,343,10,Leales
15922,373,1,739.0,2,1,3,213,6,Necesitan atención
15923,373,1,254.16,2,1,1,211,4,Necesitan atención
15924,731,1,102.82000000000001,1,1,1,111,3,Necesitan atención
15925,194,1,207.15,2,1,1,211,4,Necesitan atención
15926,542,1,134.44,1,1,1,111,3,Necesitan atención
15927,647,1,123.39000000000001,1,1,1,111,3,Necesitan atención
15928,656,1,293.53000000000003,1,1,2,112,4,Necesitan atención
15929,644,1,594.0,1,1,2,112,4,Necesitan atención
15930,67,1,426.63,3,1,2,312,6,Necesitan atención
15931,428,1,239.9,1,1,1,111,3,Necesitan atención
15932,4,8,2495.87,5,4,4,544,13,Campeones
15933,21,3,1107.46,4,3,3,433,10,Otros
15934,418,2,2190.66,1,2,4,124,7,Otros
15935,239,1,108.03999999999999,2,1,1,211,4,Necesitan atención
15936,379,2,282.79,2,2,1,221,5,Necesitan atención
15937,64,1,145.35,3,1,1,311,5,Necesitan atención
15938,112,9,734.8100000000001,3,5,3,353,11,Leales
15939,90,15,8808.39,3,5,5,355,13,Leales
15940,311,1,35.8,2,1,1,211,4,Necesitan atención
15941,637,1,405.0,1,1,2,112,4,Necesitan atención
15942,134,1,337.44,3,1,2,312,6,Necesitan atención
15943,650,2,271.29,1,2,1,121,4,Necesitan atención
15944,277,4,2164.24,2,4,4,244,10,En riesgo
15945,365,4,827.27,2,4,3,243,9,En riesgo
15946,503,3,2304.1800000000003,1,3,4,134,8,En riesgo
15947,83,1,1708.24,3,1,4,314,8,Otros
15948,8,3,1509.0900000000001,5,3,4,534,12,Otros
15949,17,2,364.72,5,2,2,522,9,Potenciales leales
15950,32,10,7180.71,4,5,5,455,14,Campeones
15951,9,3,1013.1700000000001,5,3,3,533,11,Otros
15952,34,4,806.57,4,4,3,443,11,Leales
15953,15,18,3669.55,5,5,5,555,15,Campeones
15954,589,1,190.75,1,1,1,111,3,Necesitan atención
15955,24,22,8658.36,4,5,5,455,14,Campeones
15956,551,2,617.6,1,2,3,123,6,Necesitan atención
15957,32,3,930.1,4,3,3,433,10,Otros
15958,74,4,492.99,3,4,2,342,9,Leales
15959,682,3,579.49,1,3,2,132,6,Necesitan atención
15960,374,4,410.95,2,4,2,242,8,Otros
15961,379,1,451.28999999999996,2,1,2,212,5,Necesitan atención
15962,449,1,295.83,1,1,2,112,4,Necesitan atención
15963,20,2,470.76,4,2,2,422,8,Potenciales leales
15964,663,1,272.96,1,1,1,111,3,Necesitan atención
15965,17,13,3013.09,5,5,5,555,15,Campeones
15966,451,1,426.53,1,1,2,112,4,Necesitan atención
15967,23,12,3041.6,4,5,5,455,14,Campeones
15968,388,1,418.05,2,1,2,212,5,Necesitan atención
15969,3,5,1127.05,5,4,3,543,12,Leales
15970,304,2,1017.3199999999999,2,2,3,223,7,Necesitan atención
15971,18,18,5902.83,5,5,5,555,15,Campeones
15972,456,5,1810.27,1,4,4,144,9,En riesgo
15973,367,3,988.4399999999999,2,3,3,233,8,En riesgo
15974,39,7,3442.15,4,4,5,445,13,Campeones
15975,84,1,371.01,3,1,2,312,6,Necesitan atención
15976,165,6,1746.6399999999999,3,4,4,344,11,Leales
15977,17,2,1054.73,5,2,3,523,10,Potenciales leales
15978,77,3,3279.42,3,3,5,335,11,Otros
15979,603,1,329.21999999999997,1,1,2,112,4,Necesitan atención
15980,89,7,6593.68,3,4,5,345,12,Leales
15981,25,21,9362.77,4,5,5,455,14,Campeones
15982,605,1,324.51,1,1,2,112,4,Necesitan atención
15983,22,8,3958.82,4,4,5,445,13,Campeones
15984,3,30,8759.32,5,5,5,555,15,Campeones
15985,123,7,2715.28,3,4,4,344,11,Leales
15986,30,2,354.42,4,2,2,422,8,Potenciales leales
15987,12,7,1328.79,5,4,4,544,13,Campeones
15988,19,3,770.09,5,3,3,533,11,Otros
15989,376,2,372.51,2,2,2,222,6,Necesitan atención
15990,44,7,2010.05,4,4,4,444,12,Campeones
15991,534,1,150.55,1,1,1,111,3,Necesitan atención
15992,4,3,896.6,5,3,3,533,11,Otros
15993,9,7,2797.57,5,4,4,544,13,Campeones
15994,55,3,1202.18,4,3,3,433,10,Otros
15995,414,1,696.19,1,1,3,113,5,Necesitan atención
15996,88,7,1686.9,3,4,4,344,11,Leales
15998,37,16,8308.34,4,5,5,455,14,Campeones
15999,736,1,20.4,1,1,1,111,3,Necesitan atención
16000,3,1,2002.5,5,1,4,514,10,Potenciales leales
16001,381,1,583.39,2,1,2,212,5,Necesitan atención
16002,625,1,169.21,1,1,1,111,3,Necesitan atención
16003,30,10,5613.83,4,5,5,455,14,Campeones
16004,475,5,2146.39,1,4,4,144,9,En riesgo
16005,12,10,2436.22,5,5,4,554,14,Campeones
16006,211,2,347.17,2,2,2,222,6,Necesitan atención
16007,48,7,3075.14,4,4,5,445,13,Campeones
16008,24,15,5384.13,4,5,5,455,14,Campeones
16009,22,4,992.71,4,4,3,443,11,Leales
16010,246,11,1724.06,2,5,4,254,11,En riesgo
16011,8,29,5880.46,5,5,5,555,15,Campeones
16012,35,5,2989.79,4,4,5,445,13,Campeones
16013,4,76,48108.4,5,5,5,555,15,Campeones
16014,38,5,1130.27,4,4,3,443,11,Leales
16015,4,3,705.39,5,3,3,533,11,Otros
16016,3,11,2533.94,5,5,4,554,14,Campeones
16017,47,5,1553.83,4,4,4,444,12,Campeones
16018,39,4,698.13,4,4,3,443,11,Leales
16019,47,27,17465.85,4,5,5,455,14,Campeones
16020,17,3,851.01,5,3,3,533,11,Otros
16021,395,2,532.25,2,2,2,222,6,Necesitan atención
16022,260,1,628.28,2,1,3,213,6,Necesitan atención
16023,46,3,719.81,4,3,3,433,10,Otros
16024,12,3,484.2,5,3,2,532,10,Otros
16025,30,1,439.65999999999997,4,1,2,412,7,Potenciales leales
16026,43,1,236.09,4,1,1,411,6,Potenciales leales
16027,92,15,1883.3600000000001,3,5,4,354,12,Leales
16028,596,1,82.2,1,1,1,111,3,Necesitan atención
16029,39,104,86983.35,4,5,5,455,14,Campeones
16030,310,1,331.24,2,1,2,212,5,Necesitan atención
16031,92,2,548.94,3,2,2,322,7,Necesitan atención
16032,456,6,1970.45,1,4,4,144,9,En riesgo
16033,6,27,10836.13,5,5,5,555,15,Campeones
16034,196,6,928.72,2,4,3,243,9,En riesgo
16035,560,1,217.73,1,1,1,111,3,Necesitan atención
16036,87,4,2556.84,3,4,4,344,11,Leales
16037,270,5,1509.3400000000001,2,4,4,244,10,En riesgo
16038,8,3,471.78,5,3,2,532,10,Otros
16039,424,2,456.4,1,2,2,122,5,Necesitan atención
16040,65,7,2416.9,3,4,4,344,11,Leales
16041,141,2,1695.8,3,2,4,324,9,Otros
16042,22,8,2265.12,4,4,4,444,12,Campeones
16043,38,8,1856.5900000000001,4,5,4,454,13,Campeones
16044,435,1,340.84,1,1,2,112,4,Necesitan atención
16045,120,8,3434.93,3,5,5,355,13,Leales
16046,562,1,235.78,1,1,1,111,3,Necesitan atención
16047,682,1,107.14,1,1,1,111,3,Necesitan atención
16048,373,4,1075.23,2,4,3,243,9,En riesgo
16049,40,6,1899.68,4,4,4,444,12,Campeones
16050,174,3,300.7,3,3,2,332,8,Necesitan atención
16051,682,1,188.44,1,1,1,111,3,Necesitan atención
16052,54,1,362.06,4,1,2,412,7,Potenciales leales
16053,33,6,3577.2400000000002,4,4,5,445,13,Campeones
16054,145,4,1816.88,3,4,4,344,11,Leales
16055,221,1,134.8,2,1,1,211,4,Necesitan atención
16056,45,1,664.85,4,1,3,413,8,Potenciales leales
16057,16,10,3854.85,5,5,5,555,15,Campeones
16058,406,1,62.7,2,1,1,211,4,Necesitan atención
16059,66,12,3217.77,3,5,5,355,13,Leales
16060,401,3,541.95,2,3,2,232,7,Necesitan atención
16061,431,1,89.65,1,1,1,111,3,Necesitan atención
16062,10,8,2863.45,5,5,4,554,14,Campeones
16063,260,1,335.32,2,1,2,212,5,Necesitan atención
16064,725,1,111.0,1,1,1,111,3,Necesitan atención
16065,365,8,2382.62,2,5,4,254,11,En riesgo
16066,17,5,1521.8700000000001,5,4,4,544,13,Campeones
16067,563,3,3395.29,1,3,5,135,9,En riesgo
16068,594,1,122.93,1,1,1,111,3,Necesitan atención
16069,418,1,457.7,1,1,2,112,4,Necesitan atención
16070,22,2,852.15,4,2,3,423,9,Potenciales leales
16071,45,4,1076.8,4,4,3,443,11,Leales
16072,288,4,4328.89,2,4,5,245,11,En riesgo
16073,297,1,122.4,2,1,1,211,4,Necesitan atención
16074,390,1,265.25,2,1,1,211,4,Necesitan atención
16075,503,2,736.9300000000001,1,2,3,123,6,Necesitan atención
16076,3,10,2234.73,5,5,4,554,14,Campeones
16077,626,1,2300.3999999999996,1,1,4,114,6,Otros
16078,284,2,362.99,2,2,2,222,6,Necesitan atención
16079,17,3,1352.0,5,3,4,534,12,Otros
16080,82,4,602.5600000000001,3,4,2,342,9,Leales
16081,56,8,4460.18,4,5,5,455,14,Campeones
16082,670,1,106.75,1,1,1,111,3,Necesitan atención
16083,101,4,2351.42,3,4,4,344,11,Leales
16084,299,1,436.18,2,1,2,212,5,Necesitan atención
16085,23,12,2343.53,4,5,4,454,13,Campeones
16086,59,10,2864.9900000000002,4,5,4,454,13,Campeones
16087,389,5,1739.92,2,4,4,244,10,En riesgo
16088,576,2,1437.43,1,2,4,124,7,Otros
16089,386,2,271.44,2,2,1,221,5,Necesitan atención
16090,624,1,205.91,1,1,1,111,3,Necesitan atención
16091,155,2,315.06,3,2,2,322,7,Necesitan atención
16092,115,6,1587.94,3,4,4,344,11,Leales
16093,107,1,17.0,3,1,1,311,5,Necesitan atención
16094,12,11,3695.56,5,5,5,555,15,Campeones
16095,456,1,447.05,1,1,2,112,4,Necesitan atención
16096,264,4,1584.97,2,4,4,244,10,En riesgo
16097,240,1,185.04999999999998,2,1,1,211,4,Necesitan atención
16098,88,14,4448.1,3,5,5,355,13,Leales
16099,50,7,1573.2,4,4,4,444,12,Campeones
16100,463,1,582.64,1,1,2,112,4,Necesitan atención
16101,71,4,3229.16,3,4,5,345,12,Leales
16102,42,3,1842.14,4,3,4,434,11,Otros
16103,7,22,6191.71,5,5,5,555,15,Campeones
16104,62,9,2778.61,3,5,4,354,12,Leales
16105,249,5,2386.19,2,4,4,244,10,En riesgo
16106,66,1,108.38,3,1,1,311,5,Necesitan atención
16107,18,7,3204.1600000000003,5,4,5,545,14,Campeones
16108,85,4,2235.92,3,4,4,344,11,Leales
16109,219,3,939.48,2,3,3,233,8,En riesgo
